event	geneName
se@5:138611839:138642928:+|5:138611839:138650364:+	MATR3
se@5:138629789:138642928:+|5:138629789:138650364:+	MATR3
se@5:139244758:139245134:-|5:139235363:139245134:-	NRG2
se@5:139245210:139251306:-|5:139244758:139251306:-	NRG2
se@5:145838900:145841581:+|5:145838900:145843114:+	TCERG1
se@5:145886770:145887308:+|5:145886770:145887436:+	TCERG1
se@5:145888808:145889630:+|5:145888808:145890004:+	TCERG1
se@5:145971756:145972534:-|5:145969789:145972534:-	PPP2R2B
se@5:146257758:146414732:-|5:146080705:146414732:-	PPP2R2B
se@5:146434222:146435228:-|5:146080705:146435228:-	PPP2R2B
se@5:153830773:153832016:+|5:153830773:153832962:+	SAP30L
se@5:156714117:156715621:+|5:156714117:156721792:+	CYFIP2
se@5:156747810:156749950:+|5:156747810:156750929:+	CYFIP2
se@5:171384702:171423894:-|5:171337801:171423894:-	FBXW11
se@5:171424055:171433462:-|5:171337801:171433462:-	FBXW11
se@5:171424055:171433462:-|5:171384702:171433462:-	FBXW11
se@5:176918421:176918808:-|5:176918147:176918808:-	PDLIM7
se@5:176974229:176980169:-|5:176966148:176980169:-	FAM193B
se@5:176974229:176981250:-|5:176966148:176981250:-	FAM193B
se@5:178032866:178035377:-|5:178032383:178035377:-	CLK4
se@5:178044432:178045557:-|5:178043949:178045557:-	CLK4
se@5:178046897:178050257:-|5:178045779:178050257:-	CLK4
se@5:179046361:179047893:-|5:179045324:179047893:-	HNRNPH1
se@5:179051203:179051318:-|5:179050165:179051318:-	HNRNPH1
se@5:64593071:64595812:-|5:64587297:64595812:-	ADAMTS6
se@5:65449424:65451893:+|5:65449424:65455047:+	SREK1
se@5:65449424:65454637:+|5:65449424:65455047:+	SREK1
se@5:82838087:82840784:+|5:82838087:82841356:+	VCAN
se@6:111095140:111136212:-|6:111067404:111136212:-	CDK19
se@6:111498868:111514496:+|6:111498868:111527795:+	SLC16A10
se@6:111651515:111652879:-|6:111650941:111652879:-	REV3L
se@6:111793343:111803953:-|6:111737675:111803953:-	REV3L
se@6:124125399:124297999:+|6:124125399:124604151:+	NKAIN2
se@6:124676493:124759049:+|6:124676493:124979332:+	NKAIN2
se@6:125139614:125140232:+|6:125139614:125144366:+	NKAIN2
se@6:135359164:135360711:-|6:135323980:135360711:-	HBS1L
se@6:135517055:135518099:+|6:135517055:135520046:+	MYB
se@6:135518046:135518099:+|6:135518046:135520046:+	MYB
se@6:135520188:135520664:+|6:135520188:135521223:+	MYB
se@6:136590441:136590575:-|6:136589477:136590575:-	BCLAF1
se@6:136591521:136593133:-|6:136590750:136593133:-	BCLAF1
se@6:136595327:136596670:-|6:136594325:136596670:-	BCLAF1
se@6:17284942:17285284:+|6:17284942:17291987:+	RBM24
se@6:33415710:33416566:+|6:33415710:33419537:+	SYNGAP1
se@6:36190042:36193048:+|6:36190042:36196679:+	BRPF3
se@6:36566760:36567598:+|6:36566760:36568929:+	SRSF3
se@6:4062533:4062791:+|6:4062533:4063308:+	PRPF4B
se@6:47759708:47761428:+|6:47759708:47762965:+	OPN5
se@6:7595334:7599906:+|6:7595334:7601569:+	SNRNP48
se@6:9774804:9776040:-|6:9769288:9776040:-	OFCC1
se@6:9842256:9842749:-|6:9840747:9842749:-	OFCC1
se@6:9897236:9900559:-|6:9845826:9900559:-	OFCC1
se@7:100479862:100480386:+|7:100479862:100481691:+	SRRT
se@7:104748372:104748991:+|7:104748372:104749389:+	MLL5
se@7:104766787:104767440:-|7:104766321:104767440:-	SRPK2
se@7:104846744:104846848:-|7:104844232:104846848:-	SRPK2
se@7:104909316:105029095:-|7:104844232:105029095:-	SRPK2
se@7:104937980:105039603:-|7:104909316:105039603:-	SRPK2
se@7:114174761:114178381:+|7:114174761:114210862:+	FOXP2
se@7:114294064:114299411:+|7:114294064:114299627:+	FOXP2
se@7:116660683:116662957:+|7:116660683:116739816:+	ST7
se@7:116829447:116830187:+|7:116829447:116830888:+	ST7
se@7:128388858:128394316:+|7:128388858:128394583:+	CALU
se@7:128394509:128394583:+|7:128394509:128398925:+	CALU
se@7:129710649:129734735:+|7:129710649:129736761:+	KLHDC10
se@7:139045068:139056133:+|7:139045068:139059147:+	LUC7L2
se@7:139045068:139059147:+|7:139045068:139060808:+	LUC7L2
se@7:139059217:139060255:+|7:139059217:139060808:+	LUC7L2
se@7:142997387:142997473:+|7:142997387:143000877:+	CASP2
se@7:148516151:148516688:-|7:148515209:148516688:-	EZH2
se@7:148534050:148543562:-|7:148529842:148543562:-	EZH2
se@7:148534092:148543562:-|7:148529842:148543562:-	EZH2
se@7:151263699:151265802:-|7:151262971:151265802:-	PRKAG2
se@7:151431397:151432986:-|7:151372723:151432986:-	PRKAG2
se@7:21467876:21468295:+|7:21467876:21516697:+	SP4
se@7:23562051:23571408:-|7:23561459:23571408:-	TRA2A
se@7:23570889:23571408:-|7:23561459:23571408:-	TRA2A
se@7:26230748:26232115:-|7:26230080:26232115:-	HNRNPA2B1
se@7:26231270:26232115:-|7:26230748:26232115:-	HNRNPA2B1
se@7:86813941:86814136:+|7:86813941:86815145:+	DMTF1
se@7:90233563:90237844:+|7:90233563:90355881:+	CDK14
se@7:90233563:90295654:+|7:90233563:90355881:+	CDK14
se@7:90338924:90339130:+|7:90338924:90355881:+	CDK14
se@7:99050063:99051227:+|7:99050063:99051589:+	CPSF4
se@8:100515178:100519365:+|8:100515178:100519998:+	VPS13B
se@8:100519431:100519998:+|8:100519431:100523332:+	VPS13B
se@8:130890969:130891635:-|8:130883742:130891635:-	FAM49B
se@8:22380262:22381156:+|8:22380262:22384905:+	PPP3CC
se@8:26196503:26197419:+|8:26196503:26211984:+	PPP2R2A
se@8:26212149:26216423:+|8:26212149:26217685:+	PPP2R2A
se@8:26212149:26216428:+|8:26212149:26217685:+	PPP2R2A
se@8:32585596:32599526:+|8:32585596:32600193:+	NRG1
se@8:32599593:32600193:+|8:32599593:32611890:+	NRG1
se@8:64081970:64085212:+|8:64081970:64087890:+	YTHDF3
se@8:74621397:74650519:-|8:74609677:74650519:-	STAU2
se@8:74621412:74650519:-|8:74601048:74650519:-	STAU2
se@8:74621457:74650519:-|8:74609677:74650519:-	STAU2
se@8:77690675:77694379:+|8:77690675:77745574:+	ZFHX4
se@8:9953553:9953754:+|8:9953553:10065343:+	MSRA
se@9:124990138:124990936:-|9:124989759:124990936:-	LHX6
se@9:125016646:125023659:-|9:125014252:125023659:-	RBM18
se@9:127737668:127738393:-|9:127734123:127738393:-	SCAI
se@9:130005532:130027231:+|9:130005532:130053447:+	GARNL3
se@9:130117751:130118708:+|9:130117751:130119498:+	GARNL3
se@9:160140:162432:-|9:156527:162432:-	CBWD1
se@9:161653:162432:-|9:156527:162432:-	CBWD1
se@9:16868167:16870644:-|9:16727995:16870644:-	BNC2
se@9:19336830:19337599:+|9:19336830:19340990:+	DENND4C
se@9:2159909:2161001:+|9:2159909:2161686:+	SMARCA2
se@9:42673528:42675825:+|9:42673528:42679435:+	CBWD7
se@9:6493932:6496944:+|9:6493932:6497198:+	UHRF2
se@9:79239406:79244108:-|9:79229516:79244108:-	PRUNE2
se@9:88941406:88943255:-|9:88940429:88943255:-	ZCCHC6
se@9:96060349:96061352:+|9:96060349:96070610:+	WNK2
se@9:96061543:96069059:+|9:96061543:96070610:+	WNK2
se@X:106332069:106356627:-|X:106312632:106356627:-	RBM41
se@X:106359474:106359880:-|X:106359284:106359880:-	RBM41
se@X:122598963:122599525:+|X:122598963:122613914:+	GRIA3
se@X:122599639:122613914:+|X:122599639:122616650:+	GRIA3
se@X:129289261:129290435:-|X:129283543:129290435:-	AIFM1
se@X:129290577:129299525:-|X:129289261:129299525:-	AIFM1
se@X:138814684:138820075:-|X:138813914:138820075:-	ATP11C
se@X:14550494:14592455:+|X:14550494:14592614:+	GLRA2
se@X:14592522:14592614:+|X:14592522:14599305:+	GLRA2
se@X:153357765:153363061:-|X:153298008:153363061:-	MECP2
se@X:15858714:15863502:-|X:15845495:15863502:-	AP1S2
se@X:20258723:20284682:-|X:20252932:20284682:-	RPS6KA3
se@X:23802000:23802411:+|X:23802000:23803445:+	SAT1
se@X:48433671:48434203:+|X:48433671:48434702:+	RBM3
se@X:48434055:48434203:+|X:48434055:48434702:+	RBM3
